11,107
12,108
13,109
14,110
15,111
15,112
14,113
13,114
12,115
11,116
11,117
11,118
12,119
12,120
12,121
13,122
14,121
15,122
16,123
17,124
18,125
19,126
20,127
21,128
22,129
23,130
24,131
25,132
26,133
27,134
28,135
29,136
30,137
31,137
32,137
33,137
34,136
35,135
36,135
37,134
38,134
39,133
40,133
41,132
42,132
43,132
44,132
45,131
46,130
47,129
48,128
49,127
50,126
51,126
52,125
53,125
54,124
55,125
56,126
57,127
58,128
59,129
60,130
61,131
62,132
63,133
64,134
65,135
66,136
67,137
68,138
69,139
70,140
71,141
72,141
73,142
74,141
75,140
76,139
77,138
78,137
79,137
80,137
81,138
82,138
83,138
84,139
85,139
86,139
87,139
88,140
89,140
90,140
91,140
92,141
93,141
94,142
95,143
96,143
97,143
98,143
99,142
100,141
101,141
102,140
103,140
104,140
105,140
106,139
107,139
108,139
109,138
110,138
111,138
112,138
113,137
114,137
115,137
116,137
117,138
118,139
119,140
120,141
121,141
122,140
123,140
124,139
124,138
124,137
124,136
125,135
126,134
127,133
128,132
129,131
130,130
131,129
132,128
133,127
134,126
135,125
136,124
137,123
138,122
139,121
139,120
139,119
139,118
139,117
139,116
139,115
139,114
139,113
139,112
139,111
139,110
139,109
139,108
139,107
139,106
140,105
140,104
140,103
141,102
142,101
143,100
144,99
145,98
145,97
145,96
145,95
144,94
143,93
142,92
141,91
140,90
140,89
140,88
139,87
139,86
139,85
139,84
138,83
138,82
138,81
137,80
137,79
137,78
137,77
138,76
138,75
138,74
139,73
139,72
138,71
137,70
136,69
135,68
134,67
133,66
132,65
131,64
130,63
129,62
128,61
127,60
126,59
125,58
124,57
123,56
123,55
122,54
121,53
120,52
119,51
118,50
117,49
116,48
115,47
114,46
114,45
113,44
112,43
111,42
110,41
109,40
108,39
107,38
107,37
107,36
107,35
107,34
107,33
107,32
107,31
107,30
107,29
106,28
