184,189
183,189
182,189
181,189
180,188
179,187
178,186
177,185
176,185
175,185
174,185
173,185
172,185
171,185
170,185
169,185
168,185
167,185
166,185
165,185
164,185
163,185
162,185
161,185
160,185
159,185
158,185
157,185
156,185
155,185
154,185
153,186
152,186
151,186
150,186
149,186
148,187
147,188
146,188
145,188
144,188
143,188
142,188
141,188
140,188
139,188
138,188
137,188
136,188
135,188
134,188
133,188
132,188
131,188
130,189
129,190
128,191
127,192
126,192
125,193
124,193
123,194
122,194
121,194
120,194
119,194
118,193
117,193
116,193
115,192
114,192
113,192
112,191
111,190
110,189
109,189
108,189
107,189
106,189
105,189
104,189
103,189
102,190
101,190
100,190
99,191
98,191
97,190
96,189
95,188
94,187
93,186
92,185
91,185
90,185
89,185
88,184
87,184
86,184
85,184
84,183
83,182
82,182
81,182
80,181
79,181
78,181
77,180
76,179
75,178
74,177
73,176
72,176
71,175
71,174
70,173
70,172
70,171
70,170
70,169
69,168
68,167
67,166
66,165
65,164
64,163
63,162
62,161
61,160
60,159
60,158
60,157
61,156
62,155
63,154
64,153
64,152
64,151
65,150
