38,61
39,62
40,63
41,64
42,65
41,66
40,67
39,68
38,69
37,70
36,71
35,72
34,73
34,74
35,75
35,76
35,77
35,78
35,79
34,80
34,81
34,82
34,83
34,84
34,85
33,86
33,87
33,88
33,89
33,90
33,91
33,92
34,93
35,94
35,95
35,96
36,97
37,97
38,97
39,98
40,99
41,100
42,101
43,102
44,102
45,102
46,102
47,102
48,102
49,102
50,102
51,102
52,102
53,102
54,102
55,102
56,102
57,102
58,102
59,102
60,102
61,102
62,102
63,102
64,102
65,102
66,102
67,102
68,102
69,102
70,102
71,102
72,102
73,102
74,102
75,102
76,102
77,102
78,102
79,102
80,102
81,102
82,102
83,102
84,102
85,102
86,102
87,102
88,102
89,102
90,102
91,102
92,101
93,100
94,99
95,98
96,98
97,98
98,98
99,98
100,98
101,98
102,98
103,98
104,98
105,98
106,98
107,98
108,98
109,98
110,98
111,98
112,98
113,98
114,98
115,97
116,97
117,96
118,96
119,96
120,95
121,94
122,94
123,94
124,93
125,93
126,92
127,92
128,91
129,90
130,89
131,88
132,87
133,87
134,87
135,87
136,87
137,87
138,87
139,86
140,86
141,86
142,85
143,85
144,84
145,84
146,83
147,83
148,82
149,82
150,81
151,81
152,81
153,80
154,80
155,79
156,79
157,78
158,78
159,77
160,77
161,76
162,76
163,76
164,75
165,75
166,74
167,74
168,73
169,72
170,71
171,71
172,71
173,71
