102,212
103,211
104,210
105,209
106,208
107,207
108,206
109,205
110,204
111,203
112,202
113,201
114,200
115,199
116,198
117,197
118,196
119,195
120,194
121,194
122,194
123,194
124,193
125,193
126,192
127,192
128,191
129,190
130,189
131,188
132,188
133,188
134,188
135,188
136,188
137,188
138,188
139,188
140,188
141,188
142,188
143,188
144,188
145,188
146,188
147,188
148,187
149,186
150,186
151,186
152,186
153,186
154,185
155,185
156,184
156,183
156,182
156,181
156,180
156,179
156,178
156,177
156,176
156,175
156,174
156,173
157,172
158,171
159,170
160,169
161,168
162,167
163,166
164,165
165,164
166,163
166,162
166,161
166,160
166,159
166,158
166,157
166,156
166,155
166,154
166,153
166,152
166,151
166,150
166,149
166,148
166,147
166,146
166,145
166,144
166,143
166,142
165,141
165,140
165,139
164,138
164,137
163,136
162,135
161,134
160,133
159,132
158,131
158,130
158,129
158,128
158,127
158,126
158,125
158,124
157,123
157,122
156,121
156,120
156,119
155,118
