189,47
190,48
191,49
192,49
193,49
194,49
195,49
196,50
197,51
198,52
199,53
200,54
200,55
200,56
200,57
200,58
201,59
202,60
203,61
204,62
205,63
206,64
207,65
208,66
209,67
210,68
211,69
212,70
213,71
214,72
215,73
216,74
217,75
218,76
219,77
220,78
221,79
222,80
223,81
224,82
225,83
226,84
227,85
228,85
229,84
230,84
231,83
232,83
233,83
234,82
235,82
236,82
237,83
238,83
239,83
240,83
241,83
242,83
243,84
244,85
244,86
244,87
245,88
246,89
247,90
248,91
249,92
249,93
249,94
249,95
249,96
249,97
249,98
249,99
249,100
249,101
249,102
249,103
249,104
249,105
249,106
249,107
249,108
249,109
249,110
249,111
249,112
249,113
249,114
249,115
249,116
249,117
249,118
249,119
249,120
249,121
249,122
249,123
249,124
250,125
250,126
250,127
250,128
250,129
251,130
251,131
251,132
251,133
251,134
251,135
251,136
251,137
251,138
251,139
251,140
251,141
251,142
251,143
251,144
251,145
251,146
251,147
251,148
251,149
251,150
251,151
251,152
251,153
251,154
251,155
251,156
251,157
251,158
251,159
251,160
251,161
251,162
251,163
250,164
249,165
248,166
247,167
246,168
245,169
244,170
243,171
242,172
241,173
240,174
239,175
238,176
237,177
236,178
235,178
234,178
233,178
232,177
231,177
230,177
229,177
228,177
227,177
226,177
225,178
224,178
223,177
222,177
221,177
220,177
219,177
218,176
217,176
216,176
215,176
214,176
213,176
212,176
211,176
210,175
209,175
208,175
207,175
206,176
205,176
204,176
203,176
202,176
201,177
200,177
199,178
198,178
197,177
196,176
195,176
194,175
193,175
192,175
191,175
190,174
189,173
188,173
187,172
186,172
185,172
184,172
183,172
182,173
181,173
180,173
179,173
178,173
177,173
176,172
175,172
174,172
173,172
172,173
171,174
170,174
169,175
168,175
167,176
166,177
165,178
164,179
163,180
162,181
161,181
160,182
160,183
161,184
162,185
162,186
162,187
162,188
162,189
162,190
162,191
163,192
163,193
163,194
163,195
164,196
164,197
165,198
165,199
165,200
165,201
165,202
165,203
165,204
165,205
165,206
165,207
165,208
166,209
166,210
166,211
167,212
167,213
168,214
169,215
169,216
170,217
171,218
171,219
172,220
173,221
174,222
175,223
176,224
177,225
178,226
179,227
180,228
181,229
182,230
183,231
184,232
185,233
186,234
187,235
188,236
189,237
190,238
191,239
192,240
193,241
194,242
195,242
196,243
197,243
198,244
199,244
200,245
201,245
202,246
203,247
204,248
205,249
206,250
207,251
208,252
209,253
210,254
211,255
212,256
213,257
214,258
215,259
216,260
217,261
218,262
218,263
219,264
219,265
219,266
220,267
