55,148
56,148
57,148
58,148
59,148
60,148
61,149
62,150
63,151
64,152
65,153
66,154
67,155
68,156
69,157
70,158
71,159
72,160
73,161
74,162
75,163
76,164
77,164
78,164
79,164
80,164
81,164
82,164
83,164
84,164
85,164
86,164
87,164
88,163
89,162
90,161
91,160
92,159
93,159
94,158
95,158
96,158
97,158
98,158
99,158
100,158
101,159
102,160
103,161
104,162
105,163
106,164
107,165
108,166
109,167
110,168
111,169
112,170
113,171
114,172
115,173
116,174
117,175
118,176
119,177
120,178
121,179
122,179
123,180
124,180
125,180
126,180
127,180
128,179
129,178
130,177
131,176
132,175
133,174
134,175
135,176
136,177
137,178
138,179
139,180
140,181
141,182
142,183
143,184
144,185
145,186
146,186
147,185
148,184
149,183
150,182
151,181
152,180
153,179
154,178
155,177
156,176
157,175
158,174
159,173
160,172
161,171
162,170
161,169
160,168
159,167
158,166
157,165
156,164
155,163
155,162
154,161
154,160
154,159
153,158
